ma_san_pham,text,text_token,label
245500009,nhẹ_nhàng cảm_chưa_được mịn,nhẹ_nhàng cảm_chưa_được mịn,2
422208807,ẻm mê không_muốn đổi toàn bổ_rẻ,ẻm mê không_muốn_đổi toàn bổ_rẻ,2
318900002,nóng_nhẹ căng nhẹ cân_xứng,nóng_nhẹ căng nhẹ cân_xứng,1
422204259,kbiet đầu_hàng đuok lằng_nhằng khó_chịu,kbiet đầu_hàng đuok lằng_nhằng khó_chịu,2
422216416,dễ vón_cục cộng nhấn ổn_ổn,dễ vón_cục cộng nhấn ổn_ổn,2
422207401,độ_ẩm cực,độ_ẩm cực,2
422206149,bụi,bụi,1
100240016,đóng_gói miễn_chê,đóng_gói miễn_chê,2
422206042,tốt mịn,tốt mịn,2
422206648,không_tốt không_đáng,không_tốt không_đáng,0
422203146,ổn ngăm đẹp,ổn ngăm đẹp,2
422204947,đọc quyết_định hời rẻ mềm dày vụn không_rõ chất_lượng thế_này,đọc quyết_định_hời rẻ mềm dày vụn không_rõ chất_lượng thế_này,2
422204775,rẻ chà_bá tốt nồng,rẻ chà_bá tốt nồng,2
422205808,đắp,đắp,2
100210023,đặc_hàng không_đc,đặc_hàng không_đc,2
308500013,dễ thoải_mái tột_độ,dễ thoải_mái tột_độ,2
217300001,mềm cảm mịn thích để_ý phủi_phủi,mềm cảm_mịn thích để_ý phủi_phủi,2
224100019,tốt dậy đáng ủng_hộ dài_dài,tốt dậy đáng ủng_hộ dài_dài,2
205100137,tốt đổ,tốt đổ,2
422211446,tặng khuyến_mãi,tặng khuyến_mãi,2
422211446,xứng_đáng,xứng_đáng,2
318900011,nhẹ_nhàng tốt không_có,nhẹ_nhàng tốt không_có,2
249500019,bì_đẹp,bì_đẹp,2
422204231,hằng cảm trị_dưỡng dài_lòng,hằng cảm_trị_dưỡng dài_lòng,2
100220009,nên mát nhẹ_nhàng sạch sâu,nên mát_nhẹ_nhàng sạch sâu,2
422207787,tốt thoáng_mặt giảm rõ_rệt mịn cực,tốt thoáng_mặt giảm rõ_rệt mịn cực,2
422209663,phàn_nàn,phàn_nàn,1
422200306,thơm ẩm vừa_phải ngủ dậy mềm trừ ẩm posay ghét,thơm ẩm_vừa_phải ngủ dậy mềm_trừ ẩm_posay ghét,2
249500019,không_trắng cái_là dễ_tán,không_trắng cái_là dễ_tán,2
422208972,thích tốt,thích tốt,2
422205151,hiệu_quả,hiệu_quả,2
204900159,giảm mụn_ẩn rữa hơi_chát đáng,giảm mụn_ẩn rữa hơi_chát đáng,2
205100137,ưng xuất_sắc,ưng xuất_sắc,2
422209444,không_ sưng nhẹ khó_chịu ngưng sưng tiếp,không_ sưng nhẹ khó_chịu ngưng sưng tiếp,0
422202253,tệ,tệ,0
100230059,thích_hasaki,thích_hasaki,2
100230070,thấp,thấp,0
422207812,ổn thơm,ổn thơm,2
318900002,vô_phạt,vô_phạt,1
422205160,dễ_dàng thoải,dễ_dàng thoải,2
422207283,đầy_đủ mắc gấp không_thấm thích tốt,đầy_đủ mắc gấp không_thấm thích tốt,2
365000011,chấp_nhận,chấp_nhận,1
245500010,cẩn_thận thơm,cẩn_thận thơm,2
205100146,bổ rẻ kích_ứng,bổ rẻ kích_ứng,2
422203300,mịn êm,mịn êm,2
422214147,không_mùi đổi chưa_cho sạch,không_mùi đổi chưa_cho sạch,2
100230056,thích ẩn sạch sâu,thích ẩn sạch sâu,2
304900016,ổn không_quá khó_chịu,ổn không_quá khó_chịu,2
422206648,dịu nhẹ không_bị,dịu nhẹ không_bị,2
204100019,chân_ái sạch tốt không_bị đẩy vệ đơn_giản đẹp xỉu sưng không_bị châm_chích trung_thành không_đổi,chân_ái sạch tốt không_bị đẩy_vệ đơn_giản đẹp xỉu sưng không_bị châm_chích trung_thành không_đổi,2
422209048,sưng giảm hẳn lói,sưng giảm hẳn_lói,2
422208807,sạch bết rít châm_chít đáng tin_cậy tiếp,sạch bết rít châm_chít đáng tin_cậy tiếp,2
422206102,đắp nóng mịn,đắp nóng mịn,2
422210980,tắm sạch nhẹ,tắm sạch nhẹ,2
422204259,cực sạch rẻ không_sạch,cực sạch rẻ không_sạch,2
422208977,bác_sỹ kê tạm tuýp tặng bọc_tướng vội kiếm hỗn_hợp ẻm ổn căng,bác_sỹ kê tạm tuýp tặng bọc_tướng vội kiếm hỗn_hợp ẻm ổn căng,2
318900012,chê ẩm tốt rẻ,chê ẩm tốt rẻ,2
204100019,hợp không_có thơm sạch công_nhận sạch mềm_thích sạch đáng,hợp không_có thơm sạch công_nhận sạch mềm_thích sạch đáng,2
223600009,cẩn_thận chóng,cẩn_thận chóng,2
422201090,trị không_cải_thiện đắt đỡ thâm giảm bọng hẳn,trị không_cải_thiện đắt đỡ thâm_giảm bọng hẳn,2
225200013,giúp giảm thâm tối_bôi dậy hồng căng thích lâu_dài tiêm,giúp giảm thâm_tối_bôi dậy hồng căng thích lâu_dài tiêm,2
249500021,cảm_nhận nhẹ nhẹ,cảm_nhận nhẹ nhẹ,2
318900005,ẩm thơm nhẹ mát thích,ẩm_thơm nhẹ mát thích,2
422211446,đạt,đạt,0
365000017,bổ rẻ ôm sát rơi_rớt tốt trị_thâm,bổ rẻ ôm sát rơi_rớt tốt trị_thâm,2
422204910,tốt sạch mịn_mướt bí bẩn,tốt sạch mịn_mướt bí_bẩn,2
204900013,không_hề vón đẹp,không_hề vón đẹp,2
422204659,ổn lôi_đắp bảo_đảm thâm châm_chít nhẹ,ổn lôi_đắp bảo_đảm thâm_châm_chít nhẹ,2
205100136,tạm không_ấn,tạm không_ấn,0
331300023,tốt đẹp,tốt_đẹp,2
308500018,đắp mịn lặn,đắp mịn lặn,2
422206537,bảo sạch,bảo sạch,2
422216602,thích tâm_dùng,thích tâm_dùng,2
204900004,tốt nên bớt không_huyên giảm mà_còn nổi ám_ảnh,tốt nên bớt không_huyên giảm mà_còn nổi ám_ảnh,0
422208973,kích_ứng coan,kích_ứng coan,2
205100136,đóng_gói,đóng_gói,2
422203671,tốt châm chích nhẹ đắp mịn,tốt châm chích nhẹ đắp mịn,2
100220037,phế_thơm,phế_thơm,2
343700002,thâm cải_thiền thâm hộp,thâm_cải_thiền thâm_hộp,2
422207150,hợp_sản_phẩm banobagi ôm không_bị_kích_ứng,hợp_sản_phẩm banobagi ôm không_bị_kích_ứng,2
422216293,rẻ chất_liệu nặn viêm đắp dịu hẳn bớt sưng liền lành đắp ngủ ổn_áp giá_cả,rẻ chất_liệu nặn viêm đắp dịu hẳn bớt sưng liền lành_đắp ngủ ổn_áp giá_cả,2
422208181,giảm sưng thâm không_hiệu quả tốn,giảm sưng thâm_không_hiệu quả tốn,2
422214146,dầu_xài khô_căng kích_ứng cân_nhắc tốt tốt đắt,dầu_xài khô_căng kích_ứng cân_nhắc tốt tốt đắt,2
422211446,thích tiếp,thích tiếp,2
422208345,rẻ tốt nhẹ nhẹ,rẻ tốt nhẹ nhẹ,2
248700074,nhẹ toàn,nhẹ toàn,2
204100018,tuyệt_đối hài_lòng hài_lòng đừng ngại bảo_đảm trẻ khỏe mọc mẫn,tuyệt_đối hài_lòng hài_lòng đừng ngại bảo_đảm trẻ khỏe mọc_mẫn,2
100220009,nhẹ_nhàng chưa_hết lịch đem tắm tiện,nhẹ_nhàng chưa_hết lịch đem tắm_tiện,2
422216416,chất_lượng đáng,chất_lượng đáng,2
331300002,không_đổi,không_đổi,2
204900013,nguyên nên,nguyên nên,2
200400004,hài_lòng sạch dịu ửng hẳn ý_định tốt,hài_lòng sạch dịu ửng hẳn ý_định tốt,2
343700002,ẩm_đỉnh căng mướt kết_hợp,ẩm_đỉnh căng mướt kết_hợp,2
422207794,ôm sát tốt,ôm sát tốt,2
205100137,oreal_nhạt thích sạch dịu nhẹ không_gây_kích_ứng rẻ tốt gói cẩn_thận,oreal_nhạt thích sạch dịu nhẹ không_gây_kích_ứng rẻ tốt gói cẩn_thận,2
345800003,nên nên nên,nên nên nên,2
100230064,đong_gói thích lân nóng mãi tơi_vân nóng,đong_gói thích lân nóng mãi tơi_vân nóng,2
308500018,dễ_dàng thoải_mái giãn tốt,dễ_dàng thoải_mái giãn tốt,2
237800005,êm không_rát bền không_thích bọc bất_tiện,êm không_rát bền_không_thích bọc bất_tiện,2
204900013,ưng_ý,ưng_ý,2
100220035,yếu dày sừng_sài nước_lã yếu dầu_yếu,yếu dày sừng_sài nước_lã yếu dầu_yếu,2
211300007,mụn_xài hợp hợp bsi sạch,mụn_xài hợp_hợp bsi sạch,2
207500007,kém không_đáng,kém không_đáng,0
308500015,êm dễ_chịu,êm dễ_chịu,2
422208976,dán,dán,2
422205807,thích khó_chịu không_thiếu đắp chờ dưỡng_chất không_bị giảm nổi đắp tuần_ổn,thích khó_chịu không_thiếu_đắp chờ dưỡng_chất không_bị giảm nổi đắp tuần_ổn,2
422209795,ổn cảm_đắp châm_chít mắc,ổn cảm_đắp châm_chít mắc,2
223600010,không_kiềm tốt đẹp đẹp mịn,không_kiềm tốt_đẹp đẹp mịn,2
422211997,treatment đọc đẹp trung_bình tệp tốt đắn_đo chất_lượng yên_tâm hẳn,treatment đọc đẹp trung_bình tệp tốt đắn_đo chất_lượng yên_tâm hẳn,2
206400019,tốt cải_thiện sỉn,tốt cải_thiện sỉn,2
100220037,sạch đen dễ_chịu thích cân_nhắc mỏng sạch không_gây hài_lòng,sạch đen dễ_chịu thích cân_nhắc mỏng sạch không_gây hài_lòng,2
422203510,sạch dễ kích_ứng ửng tốt dịu nhẹ phát không_bị_ngứa,sạch dễ kích_ứng ửng tốt dịu nhẹ phát không_bị_ngứa,2
422208975,khuyên í,khuyên í,2
327500002,giảm giảm,giảm giảm,2
422212100,kêu ngăm nhẹ tệp,kêu ngăm nhẹ tệp,2
422216416,thích hợp siêu_dầu kèm tốt đáng,thích_hợp siêu_dầu kèm tốt đáng,2
422214149,nhiệt_tình,nhiệt_tình,2
422211640,chậm tạm ổn,chậm tạm ổn,0
204900013,dầu_tệ dễ vón,dầu_tệ dễ vón,1
204000071,hỗn_hợp lọc không_thích,hỗn_hợp lọc không_thích,2
422203609,mềm dễ_chịu tốt lớn_tuổi tuyệt_nhé,mềm dễ_chịu tốt lớn_tuổi tuyệt_nhé,2
422216416,mềm,mềm,0
358300002,sạm đổ lười vô mát_mịn mướt rờ thích vọng cải_thiện,sạm đổ lười vô_mát_mịn mướt rờ thích_vọng cải_thiện,2
204100023,giảm xẹp bớt thức nổi phết,giảm xẹp bớt_thức nổi phết,2
422216594,tốt thích,tốt thích,2
100230059,thích hasaky,thích hasaky,2
422205346,mỏng mỏng dưỡng suốt không_khô,mỏng mỏng_dưỡng suốt không_khô,2
249500021,tốt đổ không_quá kháng không_tốt dở_ko tốt lỏng bí set không_bí dưỡng ẩm_đủ kĩ không_bị,tốt đổ không_quá kháng không_tốt dở_ko tốt lỏng bí_set không_bí_dưỡng ẩm_đủ kĩ_không_bị,2
422208181,ổn giảm tốt,ổn giảm tốt,2
200500293,xăm ổn mềm mịn,xăm ổn mềm mịn,2
100230056,thơm cực ghê,thơm cực ghê,2
345800001,bớt thâm tốt,bớt thâm tốt,2
253900006,trắng_bệch không_lại,trắng_bệch không_lại,1
422205164,dễ_dàng,dễ_dàng,2
308500001,cực kì_ưng cực_mát luôn_ý tốt,cực kì_ưng cực_mát luôn_ý tốt,2
204100018,lành_tính êm chấm đỡ,lành_tính êm_chấm đỡ,2
204900009,khuyên sạch mụn_ẩn mê,khuyên sạch mụn_ẩn_mê,2
100220037,mát chưa_biết giảm căng ẩm_dưỡng liền,mát chưa_biết giảm căng ẩm_dưỡng liền,2
245500001,ổn hợp_lý cân_nhắc,ổn hợp_lý cân_nhắc,2
422219813,không_nhờn_rít phục mềm hẳn,không_nhờn_rít_phục mềm hẳn,2
204100013,cải_thiện,cải_thiện,0
213300004,nhẹ lót ổn nhẹ,nhẹ lót ổn nhẹ,2
365000012,châm chích khó_chịu dưỡng không_thích,châm chích khó_chịu_dưỡng không_thích,0
422203300,mỏng đỡ tốn,mỏng đỡ tốn,1
422206537,mát sạch sâu dễ_chịu ổn_áp,mát sạch sâu dễ_chịu ổn_áp,2
422211446,không_ưng sạch mát hợp_lý thiên_dầu không_kích_ứng,không_ưng sạch mát hợp_lý thiên_dầu không_kích_ứng,2
253900002,dịu tốt ngủ dậy mướt mát,dịu tốt ngủ dậy mướt mát,2
422210784,giới_thiệu dị_ứng mọc khắp không_đánh không_tốt không_hợp khuyên,giới_thiệu dị_ứng mọc khắp không_đánh không_tốt không_hợp khuyên,0
422211489,chất_lượng rẻ tốt cực_kì,chất_lượng rẻ tốt cực_kì,2
422204259,êm mụn_xài ổn sạch không_khô,êm mụn_xài ổn sạch không_khô,2
422207562,xịn sạch,xịn sạch,2
422206035,mya dễ bí quạt ẩm_nhẹ tốt đỡ mịn_màn ổn_áp,mya dễ bí_quạt ẩm_nhẹ tốt đỡ mịn_màn ổn_áp,2
225300001,mụn_ẩn nhẹ_nhàng mát ổn_không_căng ổn đổ bản_chất không_cấp ẩm khóa đổ,mụn_ẩn nhẹ_nhàng mát ổn_không_căng ổn đổ bản_chất không_cấp ẩm_khóa đổ,2
422201090,không_,không_,2
249500013,tốt shop_thiện,tốt shop_thiện,2
345800001,xài_hợp,xài_hợp,2
422205162,không_đáng,không_đáng,0
422209052,tiếc không_hợp tầm,tiếc không_hợp tầm,2
422205819,tím kích_ứng không_sạch_í nổi không_ đk không_có nổi nổi nóng mặt_xíu nên,tím kích_ứng không_sạch_í nổi không_ đk không_có nổi nổi_nóng mặt_xíu nên,2
422210784,căng,căng,2
249500007,không_bị tốt thích,không_bị tốt thích,2
422206248,không_hiểu,không_hiểu,0
422207629,tốt hợp_lý giúp giảm sưng đẩy nhân_mụn,tốt hợp_lý giúp giảm sưng đẩy nhân_mụn,2
422219308,rượt loáng,rượt loáng,2
211300007,nhớt_nhớt lạ_rửa đơn_giản rẻ nhận_xét,nhớt_nhớt lạ_rửa đơn_giản rẻ nhận_xét,2
422206248,tốt sạch,tốt sạch,2
256700007,ghiền đắp nhiêu thích trà căng mịn,ghiền đắp nhiêu thích trà căng mịn,2
100230056,cực_kỳ_mẫn_cảm,cực_kỳ_mẫn_cảm,2
422216449,nhẹ_nhàng kích_ứng makeup,nhẹ_nhàng kích_ứng makeup,2
100230059,thích sạch mềm,thích sạch mềm,2
205100136,sạch không_gây_kích_ứng,sạch không_gây_kích_ứng,2
422202580,vượt_trội cũ nhờn_rít,vượt_trội cũ nhờn_rít,2
422207413,ưng chất mỏng nhẹ nhẹ_nhàng,ưng chất mỏng nhẹ nhẹ_nhàng,2
205100137,thích hỗn_hợp ẩm_không_bị căng,thích hỗn_hợp ẩm_không_bị căng,2
422209047,mướt dậy căng,mướt dậy căng,2
422213992,tặng kèm hình_như nâu thâm khả_năng tốt hồi_hộp chưa_,tặng kèm hình_như nâu thâm_khả_năng tốt hồi_hộp chưa_,2
100750038,cảm không_thích,cảm không_thích,2
422211183,tốt rẻ_cực,tốt rẻ_cực,2
100230057,viêm chịu bio mắc,viêm chịu bio mắc,2
422201725,thích tốt dịu tốt hẳn,thích tốt dịu tốt hẳn,2
100220035,giảm rõ_rệt chuẩn giá_cả,giảm rõ_rệt chuẩn giá_cả,2
422211446,nhờn_rích,nhờn_rích,2
422204910,lắc sạch gắn_bó bự,lắc sạch gắn_bó bự,2
422220606,không_sạch zesea mà_còn cực_kì chú_ý không_hắt không_sánh makeup không_bị kinh tốt không_bị nhớt,không_sạch zesea mà_còn cực_kì chú_ý không_hắt không_sánh makeup không_bị kinh tốt không_bị nhớt,1
200500095,ẩm cực tốt đo mỏ,ẩm cực tốt đo mỏ,2
223600010,đổi đổi cũ ẩm_mướt,đổi đổi cũ ẩm_mướt,0
422208910,tặng êm ẩm,tặng êm ẩm,2
308500009,không_nên,không_nên,2
422209635,đặt_hàng,đặt_hàng,2
343100029,không_muốn sạch êm bông_tẩy nhẹ dịu mụn_ẩn,không_muốn sạch êm_bông_tẩy nhẹ dịu mụn_ẩn,2
205100146,siêu_đỉnh không_biết_nhiêu,siêu_đỉnh không_biết_nhiêu,2
308500015,ưng í mụn_xưng đắp xẹp hẳn,ưng í mụn_xưng đắp xẹp hẳn,2
422212097,tạm nồng trắng_bệt,tạm nồng trắng_bệt,2
422216416,dễ vón khó tán ngại nặng_đô nổi xịn tán vón mịn_mướt,dễ vón khó tán_ngại nặng_đô nổi xịn_tán vón mịn_mướt,2
308500009,rẻ đắp công_dụng,rẻ đắp công_dụng,2
308500013,nowship thân_thiện hài_lòng hời khuyên nên chưa_biết,nowship thân_thiện hài_lòng hời khuyên nên chưa_biết,2
422211447,tốt không_bị nổi sạch,tốt không_bị nổi sạch,2
343100029,rát ủng_hộ,rát ủng_hộ,2
204100019,đổi suốt hợp ổn_áp không_bị nồng,đổi suốt hợp ổn_áp không_bị nồng,2
422210784,chưa_xài sạch,chưa_xài sạch,2
100240016,kết_hợp cảm_nhận rõ_rệt căng sợ yếu sạch thích dần,kết_hợp cảm_nhận rõ_rệt căng sợ yếu sạch thích dần,2
100140042,tốt áa rẻ thơm nma,tốt áa rẻ thơm nma,2
422203609,không_thích,không_thích,2
343700002,niacinamide kết_hợp hoàn_hảo,niacinamide kết_hợp hoàn_hảo,2
223600034,chuẩn_auth mượt tự_nhiên,chuẩn_auth mượt tự_nhiên,2
308500018,tâm_lý đeo nằm rớt móc êm dài_dài,tâm_lý đeo nằm rớt móc êm_dài_dài,2
211300002,rát tốt lành_tính,rát tốt lành_tính,2
365000018,đắp không_bị,đắp không_bị,2
243300007,cứng mỏng rơi,cứng mỏng rơi,0
204100054,hợp không_có thơm sạch căng mụn_ẩn giảm dần,hợp không_có thơm sạch căng mụn_ẩn giảm dần,2
100230059,sạch đa thích mãi yêu,sạch đa_thích mãi yêu,2
422206043,hợp_lý bự,hợp_lý bự,2
422208181,đỡ dễ_chịu,đỡ dễ_chịu,2
205100137,chất sạch nhờn bẩn,chất sạch nhờn bẩn,2
422206648,nhẹ sạch hẳn_tẩy đậm nhẹ,nhẹ sạch hẳn_tẩy đậm nhẹ,2
100750038,rẻ hài_lòng rẻ tốt,rẻ hài_lòng rẻ tốt,2
422208807,đợi sạch nhẹ,đợi sạch nhẹ,2
422204259,nhẹ sạch tốt,nhẹ sạch tốt,2
422208183,đặng ngọc_quỳnh thông_tin,đặng_ngọc_quỳnh thông_tin,2
422204795,không_có thâm cảm,không_có thâm_cảm,0
422216487,êm dị_ứng sạch_thoáng,êm dị_ứng sạch_thoáng,2
204900013,nồng bảo không_có thơm,nồng bảo không_có thơm,2
358300001,đẹp thích cực_kì nhẹ tông cực_kì,đẹp thích cực_kì nhẹ_tông cực_kì,2
422208910,ứng nổi hoài không_êm căng sạch sạch tốt không_,ứng nổi hoài_không_êm căng sạch sạch tốt không_,2
422203809,mỏng tệ,mỏng tệ,0
224100019,mỏng mịn đổ hợp,mỏng mịn đổ hợp,2
422200305,đổ khuyên hợp_không_nhé,đổ khuyên hợp_không_nhé,2
422205160,bực_mình kém,bực_mình kém,0
422203807,tốt mềm thích,tốt mềm thích,2
422212097,đỡ thích chả đỗ không_gây_kích_ứng không_chịu thời_mê,đỡ thích chả đỗ không_gây_kích_ứng không_chịu thời_mê,2
204900004,nhờn đổi,nhờn đổi,2
223600010,tiach,tiach,2
204900013,bết khó tán ổn,bết khó tán ổn,2
200400004,gói bấm bấm chảy không_vì,gói bấm bấm chảy không_vì,1
204100082,dịu nhẹ không_kích,dịu nhẹ không_kích,2
422202253,đừng cắt hộp_xếp tái_thế thành đựng dễ_thương cắt,đừng cắt hộp_xếp tái_thế thành đựng dễ_thương cắt,2
249500021,không_ không_rõ thẩm_thấu sữa_lỏng tốt,không_ không_rõ thẩm_thấu sữa_lỏng tốt,2
422214148,sạch dịu nhẹ không_sạch,sạch dịu nhẹ không_sạch,2
253900004,chê kết_hợp học khỏe,chê kết_hợp học khỏe,2
422203776,mỏng xơ_bông không_hài_lòng,mỏng xơ_bông không_hài_lòng,1
422200342,pel rát,pel rát,2
422205805,mỏng nhẹ mát đắp nhẹ nhiên nồng hắc không_tự_nhiên rẻ,mỏng nhẹ mát_đắp nhẹ_nhiên nồng_hắc không_tự_nhiên rẻ,2
204100070,ưng_ý rõ_rệt giảm nhăn hóa căng săn hẳn,ưng_ý rõ_rệt giảm nhăn hóa căng săn hẳn,2
249500021,nhẹ tùy,nhẹ tùy,2
422203807,dập không_chắc_chắn nước_tẩy rẻ không_hẳn tốt,dập không_chắc_chắn nước_tẩy rẻ không_hẳn tốt,1
422204388,mịn đẹp không_vón_cục kết_hợp phấn_phủ đẹp thất_thường thấp,mịn đẹp không_vón_cục kết_hợp phấn_phủ đẹp thất_thường thấp,2
249500011,rít rẻ tắm hoạt_động ngoài_trời,rít rẻ tắm hoạt_động ngoài_trời,2
422206042,sắm,sắm,0
422211446,dễ_chịu ưng,dễ_chịu ưng,2
422203145,ưng,ưng,0
100220035,tận_tình đóng_gói kĩ bọc không_bị đổ tràn liquid không_cảm đau châm chích chất_lượng,tận_tình đóng_gói kĩ_bọc không_bị đổ tràn liquid không_cảm đau châm chích chất_lượng,2
345800001,kết_hợp tốt,kết_hợp tốt,2
422218746,cực thích vaseline jely,cực thích vaseline jely,1
217300001,mỏng dễ tơi rã,mỏng dễ tơi rã,1
422203809,ưng rẻ dày vừa_phải mềm mịn tốn không_dễ_rách vụn tập đỡ tốn,ưng rẻ dày vừa_phải mềm mịn tốn không_dễ_rách vụn tập đỡ tốn,2
318900019,thích đẹp măt mát_mát miễn_chê tiếp,thích đẹp măt mát_mát miễn_chê tiếp,2
204100054,hợp hẳn,hợp hẳn,2
422207413,nhớ_tẩy ổn kĩ tự_nhiên,nhớ_tẩy ổn kĩ_tự_nhiên,2
422211446,lì,lì,2
318900009,không_nên thích_hợp mát lạnh,không_nên thích_hợp mát lạnh,1
422208973,chuẩn,chuẩn,2
422217292,cực tốt dây thích bết vệt lộ trừ,cực tốt dây thích bết vệt lộ trừ,2
371600006,hiệu_quả đổi không_rõ cố_gắng thâm cực thích,hiệu_quả đổi không_rõ cố_gắng thâm_cực thích,2
422203807,dày mềm rẻ,dày mềm rẻ,2
308500004,dễ_dàng thoải_mái thư dãn,dễ_dàng thoải_mái thư dãn,2
422203617,ưng vón,ưng vón,2
422208976,phê nhẹ_nhàng_hợp,phê nhẹ_nhàng_hợp,2
422211276,kiếm ưng_ý ghê mỏng nhẹ không_hề dầu_ổn không_cồn,kiếm ưng_ý ghê mỏng nhẹ không_hề dầu_ổn không_cồn,2
100230056,cẩn_thận thân_thiện,cẩn_thận thân_thiện,2
204900009,sạch hơi_chát đắc_sắt miếng dễ đỡ hẳn,sạch hơi_chát đắc_sắt miếng dễ đỡ hẳn,2
422201119,tốt sạch bẩn nồng điều_chỉnh dịu nhẹ,tốt sạch bẩn nồng_điều_chỉnh dịu nhẹ,2
422216596,thích hợp rõ_rệt đắt xắt,thích_hợp rõ_rệt đắt xắt,2
249500027,vấp nhầm bết altruist không_có không_nặng dễ trôi rẻ ổn_áp đẹp ghê sợ,vấp nhầm bết altruist không_có không_nặng dễ trôi rẻ ổn_áp đẹp ghê_sợ,2
422207562,hình_thức không_ạ,hình_thức không_ạ,2
422218099,siêu_đỉnh đắp khỏe trông căng mê,siêu_đỉnh đắp khỏe trông căng mê,2
205100136,dùg mas sạch,dùg mas sạch,2
422206648,nhẹ_dịu không_làm bình_dân tiền_viên ủng_hộ shiper ghê_á,nhẹ_dịu không_làm bình_dân tiền_viên ủng_hộ shiper ghê_á,2
205100137,sạch tốt xám,sạch tốt xám,2
245500009,mướt,mướt,2
204100003,ổn thất_vọng,ổn thất_vọng,1
200500095,tốt đợi,tốt đợi,2
204900009,tốt vơi,tốt vơi,2
422203145,ổn_áp nồng đánh,ổn_áp nồng đánh,2
422203145,tốt nhẹ dịu nhẹ mềm,tốt nhẹ dịu nhẹ mềm,2
422207413,ổn năngs hiệu_quả trừ nồng trôi trôi thành,ổn năngs hiệu_quả_trừ nồng_trôi trôi thành,2
422221764,nám dổi trộm_vía đỡ nám sex,nám dổi trộm_vía đỡ nám sex,2
422218631,bầu,bầu,2
422208807,gói,gói,2
345800015,cực tốt giảm bớt hẳn cực,cực tốt giảm bớt hẳn cực,2
422211549,nhầm kết,nhầm kết,2
318900011,chân_ái ròi,chân_ái ròi,2
422205122,bàn dễ không_bí kết_hợp sợ tư_vấn tư_vấn,bàn dễ không_bí kết_hợp sợ tư_vấn tư_vấn,2
422203617,treatment trở_nên khó_tán cân chân_ái tím pharma,treatment trở_nên khó_tán cân chân_ái tím pharma,2
422206648,hà yên_tâm ấm yên_tâm,hà yên_tâm ấm yên_tâm,2
204900010,gói vận_chuyển ướt,gói vận_chuyển ướt,2
422218746,lâu_nè giảm thâm_nhẹ căng ưng hủ lựu filer hủ trải_nghiệm liền,lâu_nè giảm thâm_nhẹ căng ưng hủ lựu_filer hủ trải_nghiệm liền,2
204900013,ẩm_mịn thích dưỡng tốt,ẩm_mịn thích_dưỡng tốt,2
205100146,kém không_đáng_giá,kém không_đáng_giá,0
422207423,chậm_chạp không_đạt đợi,chậm_chạp không_đạt đợi,0
422208181,hợp tiếp liên_hệ,hợp tiếp liên_hệ,2
318900005,không_láng mịn gọi_là cực_đỉnh,không_láng mịn gọi_là cực_đỉnh,2
318900005,thích cực dịu nhẹ,thích cực dịu nhẹ,2
318900005,hài_lòng tốt,hài_lòng tốt,2
422203145,nhẹ vệt,nhẹ vệt,2
422212361,liền nhẹ tệp lỏng ưng,liền nhẹ tệp lỏng ưng,2
365000015,đắp không_ạ,đắp không_ạ,2
422211446,ròi mặc_dù sạch cực,ròi mặc_dù sạch cực,2
318900019,thích rít tốt,thích rít tốt,2
422200306,dầu_sài thích thơm mịn,dầu_sài thích thơm mịn,2
422208183,tốt rít kèm đẹp,tốt rít kèm đẹp,2
422208977,thích đục ẩm,thích đục ẩm,2
422222535,tạm ổn tốn đỡ cảm_hơi thô_chút,tạm ổn tốn đỡ cảm_hơi thô_chút,2
422207323,cảm_không_hợp nhã_ý_muốn,cảm_không_hợp nhã_ý_muốn,2
243300007,tốt thích không_bị,tốt thích không_bị,2
422206537,mát_góa thành ổn,mát_góa thành ổn,2
204900009,tốt dịu nhẹ căng ẩm_mịn bết,tốt dịu nhẹ căng ẩm_mịn bết,2
248700054,giảm thâm_công_nhận chấm không_ăn thâm,giảm thâm_công_nhận chấm không_ăn thâm,2
245500009,dễ_thương típ,dễ_thương típ,2
204900056,xịn xò,xịn xò,2
245500010,kĩ đau không_quằn_què chăm_tẩy ổn khỏe,kĩ đau không_quằn_què chăm_tẩy ổn khỏe,2
253900004,đẹp dịu nhẹ lành_tính tốt,đẹp dịu nhẹ lành_tính tốt,2
422211878,dịu tốt,dịu tốt,2
422207283,dễ nhẹ tiết_kiệm thời gấp lắng,dễ nhẹ tiết_kiệm thời gấp lắng,2
249500007,nma nổi tạm kém bù rẻ tập skincare,nma nổi tạm kém bù rẻ tập skincare,1
422204775,tạm ổn phê rẻ làh_tín,tạm ổn phê rẻ làh_tín,2
422202253,tốt giảm,tốt giảm,2
308500009,thất_vọng tốt,thất_vọng tốt,0
422207413,thất_vọng đánh,thất_vọng đánh,0
422200342,tốt thiên_dầu mềm thiên_dầu ngủ bí,tốt thiên_dầu mềm_thiên_dầu ngủ bí,2
100210023,hà làn tốt trị tương_đối tốt hiệu_quả học,hà làn tốt_trị tương_đối tốt hiệu_quả học,2
422203300,mỏng khá_vệ viền không_bị xơ_bông không_mắc đáng đầu_tư,mỏng khá_vệ viền không_bị xơ_bông không_mắc đáng đầu_tư,2
308500013,giảm mát đắp kéo sống mủi chóp tiếc,giảm mát_đắp kéo sống mủi_chóp tiếc,2
422207414,hỗn_hợp,hỗn_hợp,2
